Count,Site ID number,Parameter,Start date,Start time,End date,End time,Sampling Strategy,Model Iterations,subsamples,percent culled,Mean ,SD of Mean (column L),5th Percentile,10th Percentile,20th Percentile,30th Percentile,40th Percentile,50th Percentile,60th Percentile,70th Percentile,80th Percentile,90th Percentile,95th Percentile,Mean Abs diff of mean,SD of abs diff of mean,Mean Abs diff of 5th percentile,Abs diff 10th,Abs diff 20th,Abs diff 30th,Abs diff 40th,Abs diff 50th,Abs diff 60th,Abs diff 70th,Abs diff 80th,Abs diff 90th,Abs diff 95th,Rel diff mean,SD of rel diff of mean,Rel diff 5th,Rel diff 10th,Rel diff 20th,Rel diff 30th,Rel diff 40th,Rel diff 50th,Rel diff 60th,Rel diff 70th,Rel diff 80th,Rel diff 90th,Rel diff 95th,SD of abs diff of 5th,SD of abs diff of 10th,SD of abs diff of 20th,SD of abs diff of 30th,SD of abs diff of 40th,SD of abs diff of 50th,SD of abs diff of 60th,SD of abs diff of 70th,SD of abs diff of 80th,SD of abs diff of 90th,SD of abs diff of 95th,SD of rel diff of 5th,SD of rel diff of 10th,SD of rel diff of 20th,SD of rel diff of 30th,SD of rel diff of 40th,SD of rel diff of 50th,SD of rel diff of 60th,SD of rel diff of 70th,SD of rel diff of 80th,SD of rel diff of 90th,SD of rel diff of 95th
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,8.963027999999998,0.0,5.2817,5.7503,6.6318,7.518,8.3253,9.1137,9.9024,10.6986,11.4437,12.0779,12.3768,-0.001583636363636293,0.0,-0.8044,-0.6963,-0.5037,-0.3337,-0.1841,-0.0468,0.1023,0.2503,0.4188,0.5881,0.6928,-0.28099914289388106,0.0,-12.1713,-10.4211,-7.0503,-4.4626,-2.4253,-0.6732,1.0827,2.7454,4.618,6.4023,7.6607,0.6742,0.6603,0.6305,0.6012,0.5851,0.5753,0.5671,0.584,0.5867,0.6209,0.6376,10.9544,10.4662,8.8982,7.7154,7.1787,6.7706,6.5404,6.4406,6.2385,6.6483,7.0059
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,8.963027999999998,0.0,5.1897,5.6761,6.5642,7.4807,8.328,9.0997,9.8618,10.6582,11.4368,12.096,12.4083,-0.001583636363636293,0.0,-0.7024,-0.5973,-0.4311,-0.2791,-0.145,-0.0185,0.1138,0.2478,0.4008,0.552,0.6583,-0.28099914289388106,0.0,-10.4552,-8.815,-6.0667,-3.7747,-1.923,-0.3758,1.211,2.7348,4.4357,6.158,7.4219,0.602,0.5842,0.5618,0.5381,0.5267,0.5125,0.5,0.4919,0.486,0.5104,0.5325,9.6705,9.1717,7.9125,6.8679,6.3891,6.0401,5.6696,5.5687,5.3762,5.7538,6.1433
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,8.963027999999998,0.0,5.1426,5.6244,6.501,7.417,8.2598,9.0571,9.8642,10.691,11.4998,12.1621,12.4689,-0.001583636363636293,0.0,-0.628,-0.5308,-0.3772,-0.2494,-0.132,-0.008,0.1142,0.2314,0.3624,0.506,0.6133,-0.28099914289388106,0.0,-9.1578,-7.6421,-5.2197,-3.2907,-1.666,-0.2396,1.2004,2.5713,4.1119,5.7771,7.1036,0.534,0.5228,0.5028,0.4853,0.4749,0.4757,0.4647,0.466,0.4659,0.4964,0.514,8.1514,7.796,6.9499,6.1489,5.8046,5.5172,5.3663,5.3137,5.1939,5.6765,6.0899
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,8.963027999999998,0.0,5.0751,5.5392,6.4702,7.4495,8.2933,9.0741,9.8907,10.7201,11.5523,12.2048,12.4998,-0.001583636363636293,0.0,-0.5504,-0.4583,-0.3291,-0.2209,-0.1206,-0.0173,0.0876,0.1894,0.3021,0.4277,0.5201,-0.28099914289388106,0.0,-7.7902,-6.3613,-4.4057,-2.883,-1.5372,-0.28,0.9317,2.1698,3.4982,4.9768,6.124,0.4689,0.4542,0.4353,0.4169,0.4089,0.4041,0.3918,0.3886,0.391,0.4166,0.4318,6.9373,6.4697,5.8086,5.2447,4.9287,4.7056,4.5347,4.495,4.4664,4.8552,5.2049
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,8.963027999999998,0.0,5.0369,5.5008,6.4261,7.4181,8.2702,9.0628,9.8795,10.7156,11.5743,12.2213,12.5117,-0.001583636363636293,0.0,-0.4964,-0.4123,-0.2944,-0.1886,-0.095,-0.0061,0.0896,0.1856,0.2934,0.4066,0.4954,-0.28099914289388106,0.0,-6.858,-5.5961,-3.8814,-2.446,-1.2259,-0.1262,1.0017,2.1159,3.3938,4.777,5.8966,0.4227,0.4135,0.3972,0.3771,0.3656,0.3584,0.349,0.3564,0.3684,0.3933,0.4067,5.9939,5.7013,5.1967,4.7561,4.5501,4.3013,4.1104,4.1077,4.1959,4.566,4.8777
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,7.748404000000001,0.0,7.4516,7.4973,7.5886,7.6617,7.7166,7.7716,7.8159,7.8602,7.9132,7.9747,8.0055,0.0026249999999999143,0.0,-0.2378,-0.2104,-0.0663,-0.037,-0.0205,0.0086,0.0291,0.0667,0.1073,0.156,0.1654,0.02837385765087307,0.0,-3.2697,-2.8736,-0.8682,-0.4839,-0.2686,0.1054,0.371,0.8525,1.3562,1.9668,2.0855,0.1816,0.1732,0.1183,0.1157,0.1166,0.1154,0.1179,0.1176,0.1176,0.1306,0.1303,2.5089,2.371,1.5344,1.4901,1.5016,1.4732,1.5068,1.5031,1.4919,1.6618,1.6608
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,7.748404000000001,0.0,7.3416,7.4277,7.5585,7.6513,7.7237,7.7844,7.838,7.8892,7.9444,8.0169,8.0692,0.0026249999999999143,0.0,-0.1705,-0.1447,-0.0614,-0.0354,-0.0164,0.004,0.0231,0.0474,0.076,0.1115,0.1295,0.02837385765087307,0.0,-2.3254,-1.9673,-0.7998,-0.4584,-0.2131,0.0491,0.2964,0.6059,0.9696,1.422,1.6547,0.1351,0.13,0.0873,0.0845,0.0849,0.0854,0.0858,0.0874,0.091,0.0998,0.1048,1.8653,1.7772,1.1306,1.0879,1.0913,1.0925,1.1011,1.1152,1.1647,1.2855,1.3562
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,7.748404000000001,0.0,7.3138,7.4084,7.5566,7.6565,7.728,7.7886,7.8395,7.8914,7.9524,8.0304,8.0893,0.0026249999999999143,0.0,-0.1487,-0.1301,-0.0574,-0.0344,-0.0154,0.002,0.02,0.039,0.063,0.0935,0.1127,0.02837385765087307,0.0,-2.0248,-1.7723,-0.7447,-0.4438,-0.1995,0.0256,0.2561,0.5004,0.806,1.1972,1.4445,0.1204,0.1181,0.0735,0.0705,0.071,0.0707,0.0713,0.0707,0.0741,0.0868,0.0913,1.6635,1.6207,0.9536,0.908,0.9084,0.9042,0.912,0.9029,0.9447,1.119,1.1844
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,7.748404000000001,0.0,7.2836,7.3861,7.5468,7.6519,7.7261,7.7864,7.8396,7.8925,7.954,8.0382,8.1003,0.0026249999999999143,0.0,-0.1356,-0.1096,-0.0483,-0.0275,-0.0111,0.005,0.0217,0.0397,0.0627,0.0925,0.1119,0.02837385765087307,0.0,-1.8364,-1.483,-0.6262,-0.3568,-0.1451,0.062,0.276,0.5098,0.8058,1.1897,1.4451,0.1128,0.1104,0.0676,0.0635,0.0636,0.0642,0.0644,0.064,0.0675,0.0789,0.0842,1.5566,1.5132,0.8721,0.8151,0.8154,0.8207,0.8223,0.8182,0.8659,1.0205,1.0981
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,7.748404000000001,0.0,7.2639,7.3731,7.5512,7.6572,7.7297,7.7908,7.8408,7.8974,7.9618,8.0468,8.1115,0.0026249999999999143,0.0,-0.1197,-0.0957,-0.0471,-0.0273,-0.0112,0.002,0.0168,0.0334,0.0524,0.0786,0.0982,0.02837385765087307,0.0,-1.616,-1.2885,-0.6103,-0.3528,-0.1456,0.0271,0.216,0.4305,0.676,1.0138,1.268,0.0973,0.0931,0.0579,0.0561,0.0556,0.0549,0.0558,0.0565,0.0588,0.0676,0.073,1.3441,1.2747,0.7453,0.7207,0.7123,0.7025,0.712,0.7215,0.7561,0.8724,0.9529
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,7.748404000000001,0.0,7.2529,7.3654,7.5454,7.6544,7.7288,7.7869,7.8405,7.8958,7.9589,8.0447,8.1133,0.0026249999999999143,0.0,-0.1094,-0.0862,-0.0428,-0.0247,-0.0089,0.0059,0.0192,0.0343,0.0522,0.0782,0.0982,0.02837385765087307,0.0,-1.4733,-1.16,-0.5543,-0.3201,-0.116,0.0747,0.2451,0.44,0.6734,1.0097,1.2716,0.0899,0.086,0.0552,0.0521,0.0506,0.0499,0.0502,0.0511,0.053,0.0606,0.0677,1.239,1.1768,0.7119,0.6706,0.6461,0.6345,0.6375,0.6528,0.6832,0.7857,0.8885
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,7.748404000000001,0.0,7.2286,7.3479,7.5486,7.6523,7.7303,7.7908,7.8427,7.8979,7.9665,8.0532,8.1241,0.0026249999999999143,0.0,-0.0948,-0.0728,-0.0389,-0.0231,-0.008,0.0054,0.0178,0.0304,0.0471,0.0703,0.088,0.02837385765087307,0.0,-1.2665,-0.9701,-0.5042,-0.2995,-0.1048,0.0671,0.2243,0.3895,0.6084,0.9149,1.148,0.0767,0.0734,0.0518,0.0493,0.0462,0.0447,0.0466,0.0484,0.0506,0.0589,0.0631,1.0532,0.9976,0.6682,0.6323,0.5881,0.5655,0.5891,0.6199,0.6541,0.7692,0.8309
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,7.748404000000001,0.0,7.2156,7.344,7.5528,7.6539,7.7302,7.7903,7.8412,7.8988,7.9653,8.0531,8.1259,0.0026249999999999143,0.0,-0.0843,-0.0631,-0.036,-0.0198,-0.0069,0.0046,0.0166,0.0304,0.0449,0.065,0.0818,0.02837385765087307,0.0,-1.1237,-0.8361,-0.4667,-0.256,-0.0901,0.058,0.2102,0.3895,0.5806,0.8469,1.0669,0.0657,0.0614,0.0478,0.0447,0.041,0.0403,0.0423,0.0457,0.0484,0.0508,0.0533,0.8995,0.8307,0.6168,0.5718,0.522,0.5111,0.5352,0.5827,0.6255,0.6631,0.7026
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,14.73939,0.0,4.8915,5.9013,7.9208,10.034,12.2411,14.4482,16.8748,19.3013,21.4857,23.4278,24.3989,0.002209090909091282,0.0,-5.2107,-4.8093,-3.858,-2.824,-1.5343,0.0705,1.6091,3.1849,4.0918,5.0378,5.478,-3.3801207214454254,0.0,-169.7242,-126.1005,-85.5363,-59.4555,-27.7794,-5.7646,8.3298,17.227,21.6662,25.6105,27.8332,5.0601,4.9822,4.8747,4.5514,4.5734,4.7112,4.7307,4.6698,4.9282,5.0658,5.1993,179.143,141.5582,109.7483,86.8212,56.7762,38.6359,27.8959,23.804,24.5142,24.8647,25.3633
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,14.73939,0.0,3.1939,4.1087,6.0808,8.5169,11.4178,14.5114,17.6639,20.6697,23.2057,25.4162,26.3088,0.002209090909091282,0.0,-3.7962,-3.4507,-2.5523,-1.6989,-0.7729,0.0862,0.8758,1.8736,2.7424,3.704,4.0724,-3.3801207214454254,0.0,-95.4364,-73.1136,-47.0206,-30.5732,-15.636,-2.9421,5.7771,13.033,17.729,23.032,25.2117,3.9498,3.8696,3.5141,3.1269,2.9239,2.9107,2.9872,3.1883,3.5778,3.9252,4.0237,99.7541,86.0023,67.8167,54.3308,40.7941,28.2558,22.0902,19.5884,20.603,22.6897,22.9868
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,14.73939,0.0,2.565,3.4895,5.4046,7.7555,10.9475,14.4775,18.2709,21.6395,24.116,25.947,26.8361,0.002209090909091282,0.0,-3.1959,-2.7058,-1.9203,-1.1937,-0.5361,0.0738,0.648,1.3459,2.0361,2.8685,3.3446,-3.3801207214454254,0.0,-67.5187,-50.4614,-32.7619,-20.8157,-10.5351,-1.613,4.9773,10.7123,15.4707,21.1783,24.6619,3.1853,3.0021,2.6438,2.3112,2.1332,2.0463,2.1106,2.3275,2.7126,3.0807,3.2585,69.1561,58.3929,46.4169,38.1802,28.95,21.832,17.8553,16.5576,18.5817,20.9993,22.1826
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,14.73939,0.0,2.3585,3.2923,5.1991,7.7293,10.9553,14.6876,18.5776,21.9734,24.5614,26.263,27.1302,0.002209090909091282,0.0,-2.9959,-2.5896,-1.8246,-1.1899,-0.5569,-0.0582,0.4544,1.0626,1.7349,2.4956,2.9209,-3.3801207214454254,0.0,-58.6568,-43.6181,-28.4065,-18.4249,-9.5007,-2.1423,3.4484,9.0821,13.2947,19.2917,23.2192,2.905,2.7671,2.3892,2.0486,1.7051,1.6196,1.6836,1.9072,2.3116,2.668,2.8367,53.1905,46.2345,36.8308,30.848,24.5448,19.2406,16.1191,14.5949,15.9589,19.5705,21.1035
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,14.73939,0.0,2.1816,3.1327,4.9227,7.297,10.527,14.4585,18.601,22.2771,24.6305,26.3764,27.2267,0.002209090909091282,0.0,-2.5214,-2.0799,-1.4454,-0.9105,-0.3973,0.0436,0.4605,0.9512,1.545,2.2382,2.6821,-3.3801207214454254,0.0,-47.5934,-34.4121,-22.5458,-14.6963,-7.2158,-1.0576,3.9856,8.9069,12.801,18.2418,22.493,2.5804,2.4161,2.0893,1.7805,1.5241,1.4084,1.5239,1.7397,2.1401,2.5275,2.6905,44.4133,37.6889,31.4638,27.7651,21.7245,17.5568,15.1554,14.3333,15.9055,18.494,20.1004
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,14.73939,0.0,2.0856,3.0377,4.8463,7.1481,10.4417,14.6104,18.8206,22.4887,24.9102,26.5389,27.369,0.002209090909091282,0.0,-2.3909,-1.9898,-1.3892,-0.8556,-0.3994,-0.0124,0.3813,0.8078,1.358,2.0027,2.397,-3.3801207214454254,0.0,-42.3063,-30.8839,-20.5705,-13.3777,-6.9409,-1.1838,3.6029,8.2961,12.1016,17.3763,20.9024,2.234,2.1199,1.8753,1.5713,1.2929,1.2025,1.253,1.422,1.8278,2.2086,2.3803,37.4563,32.6,26.5392,22.5432,18.2585,14.986,13.6031,13.1006,14.6722,17.8419,19.0972
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,14.73939,0.0,1.9756,2.9267,4.6556,6.9927,10.2818,14.3246,18.8594,22.7441,25.007,26.6166,27.4417,0.002209090909091282,0.0,-2.0267,-1.6598,-1.1203,-0.6705,-0.2891,0.0287,0.3376,0.7274,1.2051,1.7467,2.1043,-3.3801207214454254,0.0,-35.4653,-25.1315,-16.4259,-10.4807,-5.3514,-0.7436,3.262,7.3785,10.8397,15.8204,20.3523,1.9892,1.8492,1.5753,1.3192,1.104,1.0243,1.0625,1.2488,1.593,1.8759,2.0164,31.1497,26.6784,22.0544,18.903,15.4713,12.8014,11.8534,11.3135,12.8036,15.8233,18.4738
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,14.73939,0.0,1.9132,2.8868,4.6217,6.9382,10.2774,14.3936,18.9737,22.8581,25.0758,26.6936,27.5435,0.002209090909091282,0.0,-1.8961,-1.5346,-1.0686,-0.6387,-0.2751,0.0079,0.2836,0.6244,1.059,1.5708,1.912,-3.3801207214454254,0.0,-31.6936,-22.6014,-15.0903,-9.6092,-5.0639,-0.7119,2.6743,6.658,9.7911,14.7175,18.7789,1.8619,1.7335,1.4986,1.2331,1.0026,0.9309,0.9741,1.1587,1.491,1.765,1.8962,27.8871,24.0401,19.7326,16.92,14.7116,12.4985,11.3386,10.7953,12.0051,15.1192,17.2032
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,4054.5756720000004,0.0,559.5176,742.0425,1107.0924,1644.8995,2355.4639,3066.0283,4202.6414,5339.2545,6723.8994,8356.5762,9172.9146,34.74474772727291,0.0,-1998.2612,-1840.3852,-1562.4825,-1242.7182,-834.7325,-356.1656,229.4323,1073.3122,2139.6489,3022.641,3338.5988,-6.955598684617974,0.0,-437.6362,-366.7622,-295.1705,-189.614,-93.1157,-51.1887,-12.2799,11.0751,27.0047,35.9843,38.9529,2277.3228,2181.8039,2010.3835,1851.0132,1724.725,1661.5751,1835.2016,2249.7802,2755.5632,3008.0201,3054.9582,646.3992,543.885,448.077,310.5692,170.8666,119.9629,73.8818,51.3091,38.878,34.8252,34.146
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,4054.5756720000004,0.0,253.0816,341.6979,621.1815,1074.9171,1776.2146,2704.4256,3892.0966,5389.1038,7184.2356,9313.809,10656.5145,34.74474772727291,0.0,-1564.7902,-1396.5438,-1090.512,-770.2912,-451.2555,-112.5124,349.4751,886.4004,1559.6119,2200.7779,2474.3433,-6.955598684617974,0.0,-191.3064,-161.4882,-114.6325,-71.7919,-38.6362,-18.917,-0.4396,12.8186,23.9395,31.8315,35.4138,1689.0709,1597.1449,1405.9165,1187.2165,1078.7598,1019.9011,1209.2257,1510.4982,1871.5779,2119.2277,2181.9968,263.7659,239.1213,187.8611,127.7297,84.4539,64.0944,46.7861,36.9705,30.779,29.0363,28.568
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,4054.5756720000004,0.0,189.3262,273.2255,522.5938,940.2242,1582.2524,2514.655,3900.2432,5614.749,7633.124,9985.728,11479.208,34.74474772727291,0.0,-1484.3142,-1278.6466,-920.6805,-633.1383,-376.0202,-92.1257,232.7943,628.172,1107.35,1614.3943,1892.1236,-6.955598684617974,0.0,-134.3664,-109.7668,-79.1833,-52.4756,-29.5491,-13.3805,-0.1495,10.6714,20.068,27.7764,31.4664,1548.8952,1462.8743,1216.1615,1038.5076,944.299,864.2358,970.2944,1197.283,1473.8579,1650.0515,1725.0048,164.911,143.3663,117.4158,88.6675,66.278,50.7024,39.4623,31.827,27.4487,26.5509,26.3404
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,4054.5756720000004,0.0,152.6718,218.5323,435.9011,867.6369,1474.7172,2454.901,3809.426,5605.9658,7766.746,10053.799,11570.265,34.74474772727291,0.0,-1305.4052,-1078.3683,-785.1284,-527.6151,-291.5672,-58.6468,244.1645,588.4779,995.5508,1456.8794,1716.1562,-6.955598684617974,0.0,-99.2925,-79.3027,-55.0394,-36.2817,-20.1708,-7.7188,2.5498,11.3555,19.2811,26.7974,30.7169,1366.3892,1269.8824,1063.7486,888.6553,790.5598,740.7238,854.8488,1026.5195,1266.7066,1467.8584,1543.9612,110.6495,97.3007,81.1496,63.1917,49.8194,39.6923,32.1889,27.8718,24.7303,24.4223,24.0731
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,4054.5756720000004,0.0,143.6262,203.6227,386.1771,763.0298,1375.9318,2322.549,3730.6048,5620.8624,7863.382,10245.924,11792.248,34.74474772727291,0.0,-1225.6099,-987.901,-686.3766,-445.7582,-220.0691,-15.9404,242.4357,540.9148,895.0784,1287.3535,1545.1387,-6.955598684617974,0.0,-78.3486,-62.4451,-42.8401,-27.8322,-15.0648,-5.5133,3.6025,11.2971,18.3382,25.4377,29.1093,1219.233,1137.5757,930.7434,770.5218,662.7404,632.6899,714.8828,880.6461,1081.8186,1263.2873,1351.5409,80.5026,72.4382,60.4332,48.1698,39.6633,34.0796,28.7135,25.1606,23.3955,23.3859,23.1646
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,4054.5756720000004,0.0,136.8364,197.0392,382.6303,771.3548,1397.3452,2345.473,3757.3872,5630.121,7932.274,10395.447,11940.8045,34.74474772727291,0.0,-1131.2425,-907.0207,-628.8047,-424.0986,-224.1992,-39.5994,191.5365,442.9042,749.1506,1111.9893,1353.0916,-6.955598684617974,0.0,-73.6027,-58.4856,-39.3438,-26.3437,-14.9709,-6.1211,2.4956,9.2302,16.0143,22.4668,26.668,1122.3889,1041.0336,849.2834,709.032,604.5346,547.6824,640.8342,784.1205,962.5667,1128.169,1213.9743,74.9658,66.1726,53.2218,44.8251,36.4076,31.628,26.0756,23.2465,21.0258,21.0018,20.9157
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,4054.5756720000004,0.0,125.8318,186.8682,342.3536,711.0487,1305.4674,2240.254,3728.694,5736.444,8129.768,10530.449,12129.629,34.74474772727291,0.0,-1048.3162,-796.2095,-545.333,-367.3002,-184.336,-25.4382,175.7827,370.5969,634.0471,923.4783,1134.5528,-6.955598684617974,0.0,-56.4556,-44.141,-29.8963,-19.4942,-10.9124,-4.085,2.457,8.5617,14.2994,20.3737,24.2231,1013.6961,886.0951,707.5418,597.4487,480.3608,440.8679,531.0625,636.9047,797.5453,960.4724,1041.6497,53.139,46.7689,37.9486,31.0591,26.5391,23.5813,21.1014,19.664,18.8564,18.9875,19.0012
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,4054.5756720000004,0.0,119.316,177.3295,327.2294,682.5483,1292.3552,2223.373,3658.8594,5697.871,8150.444,10538.452,12147.33,34.74474772727291,0.0,-919.435,-711.9049,-481.8227,-312.1505,-156.5218,-18.5405,152.5355,352.1934,594.3866,853.5312,1045.4912,-6.955598684617974,0.0,-46.9657,-36.7174,-25.1202,-16.7683,-9.4292,-2.7187,3.1974,8.6461,13.7981,19.3197,22.9073,947.3175,840.0611,677.674,562.9118,479.758,442.6807,499.9608,593.7669,725.8125,861.1626,942.8113,48.034,43.0219,34.5166,29.5528,24.9885,22.326,19.6126,18.1623,17.6996,18.2192,18.2925
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,23.1997958,0.0,18.3346,18.7381,19.5453,20.4924,21.5796,22.6669,24.0219,25.377,26.8471,28.4323,29.2249,0.013372727272726436,0.0,-2.6244,-2.4295,-2.0703,-1.5208,-0.9369,-0.2671,0.3943,1.1806,2.1864,3.1214,3.3893,-0.10049740324053849,0.0,-13.422,-12.391,-10.4235,-7.5525,-4.7036,-1.7305,1.0669,4.0693,7.5934,10.4991,11.3247,2.5424,2.4908,2.4149,2.3939,2.4113,2.5332,2.6529,2.8315,3.0232,3.1368,3.148,13.0855,12.8977,12.2602,11.9528,11.7558,11.6892,11.3495,11.2371,10.7844,10.4179,10.3178
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,23.1997958,0.0,17.5225,17.8527,18.6957,19.7665,20.963,22.3633,23.9482,25.6543,27.5181,29.53,30.6161,0.013372727272726436,0.0,-1.9517,-1.7609,-1.3836,-0.9549,-0.522,-0.0619,0.4395,0.9785,1.6248,2.2915,2.5544,-0.10049740324053849,0.0,-9.3202,-8.427,-6.5785,-4.4675,-2.4867,-0.4613,1.593,3.6141,5.8287,8.041,8.8829,1.8059,1.7574,1.6407,1.6238,1.6511,1.6924,1.7888,1.952,2.1694,2.3355,2.3674,8.6943,8.5416,7.9321,7.8273,7.6486,7.5695,7.5359,7.7246,7.8294,7.9598,7.9472
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,23.1997958,0.0,17.2645,17.5849,18.3724,19.4079,20.6931,22.1183,23.852,25.7689,27.7497,29.9634,31.1605,0.013372727272726436,0.0,-1.5718,-1.3536,-1.0019,-0.6286,-0.3016,0.0463,0.4189,0.8319,1.3493,1.8611,2.1249,-0.10049740324053849,0.0,-7.3061,-6.2961,-4.6212,-2.8601,-1.4228,0.0466,1.5625,3.129,4.9512,6.7034,7.652,1.4902,1.4296,1.323,1.2769,1.2845,1.3039,1.3722,1.4645,1.6636,1.767,1.8229,6.9594,6.7052,6.1219,5.9483,5.8124,5.6813,5.6771,5.8081,6.0961,6.2174,6.3754
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,23.1997958,0.0,17.1738,17.4682,18.2697,19.3535,20.7454,22.2759,24.0001,25.9197,28.0064,30.2505,31.5123,0.013372727272726436,0.0,-1.5333,-1.3195,-0.991,-0.6494,-0.3305,-0.0059,0.3355,0.702,1.1289,1.5745,1.8288,-0.10049740324053849,0.0,-6.9147,-5.9598,-4.4528,-2.9102,-1.5009,-0.1108,1.2821,2.6883,4.1783,5.7111,6.5713,1.3706,1.3263,1.1911,1.1399,1.1219,1.1296,1.2027,1.2912,1.4556,1.5771,1.6391,6.3129,6.0821,5.4466,5.257,5.0643,4.9899,4.9761,5.1468,5.39,5.6178,5.7401
